"x","y","class",cluster
"1127",-2.21176366290089,-4.88666634339315,3, 4
"1128",-2.48116970038168,-2.455589349539086,3, 4
"1129",-0.86410202033256,3.96549903350227,1, 3
"1130",-3.0705315380264104,-4.36830550769138,3, 4
"1131",-2.534615080195726,2.53906684958512,1, 3
"1132",-2.05894287641366,-3.02611627385813,3, 4
"1133",-3.2493296782484298,-6.40630083082684,3, 4
"1134",-1.094785095597234,5.06904681085704,1, 3
"1135",-3.28974414642007,-5.89155537786603,3, 4
"1136",-1.51951844654919,-3.8344170109170497,3, 4
"1137",-2.830179065198452,3.0056256231414102,1, 3
"1138",-3.1796028593532903,-4.89881016513791,3, 4
"1139",-2.35225593409372,-4.66961689270925,3, 4
"1140",-1.36370737036626,-2.232367206157816,3, 4
"1141",-2.7899636119843705,-4.33093561287337,3, 4
"1142",-2.30426704505895,-5.21895269469948,3, 4
"1143",-3.8824666627089197,3.95054531772874,1, 3
"1144",-2.3280240315649903,-2.6501396705407023,3, 4
"1145",-2.000798247744,-3.71587906952153,3, 4
"1146",-3.4209977202554596,3.6669548110166903,1, 3
"1147",1.931478835857643,-6.439191496474867,4, 2
"1148",-2.8289604334896405,-2.479191992104748,3, 4
"1149",-0.89602945890912,4.04595765186817,1, 3
"1150",1.75929963241019,-7.13634100239785,4, 2
"1151",-1.17575093125075,-2.134188178259314,3, 4
"1152",-1.268460293231244,4.94256411559136,1, 3
"1153",-3.3975283633702897,-3.69062965652495,3, 4
"1154",-2.797906700945343,2.3322881756378,1, 3
"1155",-0.4873851515089198,2.49240182710165,1, 3
"1156",-2.65027616465881,-2.429335501317988,3, 4
"1157",-2.126937228093019,3.3232518992732696,1, 3
"1158",-1.1969381037999198,-2.28657803819107,3, 4
"1159",-1.499110373324878,3.9390637259388703,1, 3
"1160",-2.04380362990335,-4.71870548966744,3, 4
"1161",-1.6102251601416497,-3.7715029783847704,3, 4
"1162",-3.1437783685716005,-3.87345833490489,3, 4
"1163",-2.01572550469077,-3.2029609633905203,3, 4
"1164",-1.724177908625187,2.94013994182285,1, 3
"1165",-0.8908828693422601,4.57543386161615,1, 3
"1166",-3.23702680061023,-5.45056915104897,3, 4
"1167",-1.649755353108123,2.5049689855270403,1, 3
"1168",-1.50335679395939,-3.53280600204676,3, 4
"1169",-1.8480160363796898,-3.53380211501382,3, 4
"1170",-1.880448380075348,3.06286948125565,1, 3
"1171",-2.265834476292157,1.74667683701444,1, 3
"1172",-3.3179262675805097,-3.43254749392562,3, 4
"1173",-2.86987954508291,-5.82805768075293,3, 4
"1174",-1.9566059364102601,3.07448730371756,1, 3
"1175",-2.166981463285116,4.83906146675946,1, 3
"1176",-3.30976837374484,3.61951022546116,1, 3
"1177",-1.9561210327312564,4.08605041759905,1, 3
"1178",-2.528761286610043,2.79114244388017,1, 3
"1179",-2.0411963336392076,3.90396952943586,1, 3
"1180",-2.55510382188002,-4.5772616267789505,3, 4
"1181",-2.127842499159628,3.15251946242814,1, 3
"1182",-0.44782205060908997,4.96258910872871,1, 3
"1183",-1.71915915452994,2.80110387868621,1, 3
"1184",-2.2112645319551603,-1.9199414303372044,3, 4
"1185",-2.348628929112191,5.030310035532,1, 3
"1186",-2.322062782382988,3.5271838227540697,1, 3
"1187",-2.7342418670069395,-5.71526519899072,3, 4
"1188",-3.5258108121834906,-5.979861720288991,3, 4
"1189",-2.325130998135868,4.03956714651069,1, 3
"1190",-1.9717792024763756,3.53298200421686,1, 3
"1191",-2.16111501863632,5.20443737263418,1, 3
"1192",-1.82600577777342,-1.718472033061209,3, 4
"1193",-1.47572164867879,-3.0217977764927797,3, 4
"1194",-1.60987326411076,-2.065059941870181,3, 4
"1196",2.199486407652353,-6.6227463218515,4, 2
"1197",-2.31725887464352,-2.802566163942874,3, 4
"1198",-2.531056593957056,3.9293165077444905,1, 3
"1199",-2.0989362234033355,2.9597639799153,1, 3
"1200",-1.479242894640918,3.82343303478517,1, 3
"1201",-1.7690464527668703,-1.795983056725405,3, 4
"1202",2.5739389198435223,-4.677015266113598,4, 2
"1203",-3.31545491776844,2.5551506373932003,1, 3
"1204",-2.6243166100789304,-4.358960372826431,3, 4
"1205",-2.69511604575457,-4.19079626612095,3, 4
"1206",-2.25148963978857,-3.417512088202,3, 4
"1207",-1.2613529817811049,3.34784113758213,1, 3
"1208",-1.1469796863307948,5.03378461548379,1, 3
"1209",-1.17897864102807,-2.634962381333321,3, 4
"1210",2.06586112187045,0.0046078448848118105,2, 1
"1211",-2.5121956263942797,-2.561502935294183,3, 4
"1212",-2.638328372153524,1.91810190136507,1, 3
"1213",-1.14280365576244,-2.510526135611653,3, 4
"1214",3.336850408717905,-3.18174038735829,4, 2
"1215",-3.06965434762625,-3.83761487295501,3, 4
"1216",-2.071845781009283,2.42787801729994,1, 3
"1217",-1.5689964710474,-2.427713465647306,3, 4
"1218",-2.478813214606501,2.66212174200461,1, 3
"1219",-2.748895572418763,3.16100616502245,1, 3
"1220",-4.077624169243911,-5.29568593484356,3, 4
"1221",-2.793729783826402,5.0855530047301505,1, 3
"1222",-3.21670929221888,4.4047926604747,1, 3
"1223",-1.670018941007755,4.730110775017231,1, 3
"1224",-0.753674657669836,-2.171427598733654,3, 4
"1225",-2.8769689296064707,2.81128588887136,1, 3
"1226",-1.3382631735202861,1.6713069894884398,1, 3
"1227",-4.1171043691598594,4.67214421182975,1, 3
"1228",-3.48176046565997,-4.723312161189121,3, 4
"1229",-2.9198695307931204,-2.5336769855098,3, 4
"1230",-1.37605790679319,-2.317272561154808,3, 4
"1231",-2.5837520224820096,-3.5221307125008003,3, 4
"1232",-2.953891740100169,3.45234092525865,1, 3
"1233",-1.840282273346469,3.64442814272341,1, 3
"1234",0.8253227285417197,-7.08799616750346,4, 2
"1235",-1.4342135515921,-2.857092303878312,3, 4
"1236",-3.80611901399917,1.6793380230868402,1, 3
"1237",-2.148661595480245,2.65825370883275,1, 3
"1238",-4.22595179831922,-4.936865770931069,3, 4
"1239",-4.08952109266684,-5.541427542873629,3, 4
"1240",-3.5431697921287704,2.00423014075092,1, 3
"1241",-3.24775684045822,3.0449384237640698,1, 3
"1242",-2.0059378869511564,4.10484288050509,1, 3
"1243",-2.4091277084388,-2.801895325317661,3, 4
"1244",-2.68133457595039,-2.908687216574949,3, 4
"1245",-2.64107693814262,-4.1408057549783805,3, 4
"1246",-3.3362520363414903,-6.39542487161304,3, 4
"1247",-2.152313047917321,3.7505914127100803,1, 3
"1248",-3.5777231324660397,3.10743816920654,1, 3
"1249",-2.348168893709502,3.02365509707371,1, 3
"1250",-2.82463576479797,-4.4192157715852005,3, 4
"1251",-3.74036126403923,2.11465332137551,1, 3
"1252",-0.8837778100835469,-2.5572615340429907,3, 4
"1253",-1.3162860946573272,3.6131008863719303,1, 3
"1254",-3.3822077210660897,-3.7332396121113405,3, 4
"1255",-1.9656436973528508,3.8525625802269197,1, 3
"1256",-1.85514944891022,-3.47724364765464,3, 4
"1257",-2.5385446471746604,-1.859206565107347,3, 4
"1258",-0.88513945171073,4.82529168827725,1, 3
"1259",-2.915918420951244,1.56565838422267,1, 3
"1260",-4.2274991496307495,-5.69391008617057,3, 4
"1261",-1.778635736493968,3.94474267615533,1, 3
"1262",-3.02043918943421,3.5524335801156197,1, 3
"1263",-3.9563309167559395,-4.298384547838911,3, 4
"1264",-1.5434964136310902,-3.10551242198877,3, 4
"1265",-2.43308184334267,-4.35719218470861,3, 4
"1266",-2.123316583870775,4.30062330156719,1, 3
"1267",-2.740631360371622,2.8692834836620404,1, 3
"1268",-2.87094371046056,-4.26350612295113,3, 4
"1269",4.03062119515807,2.10013893021986,2, 1
"1270",-3.01827599827872,2.5843150248204396,1, 3
"1271",-2.3659603473221003,-2.473174640221216,3, 4
"1272",-2.7635163547202404,-3.5325548586538202,3, 4
"1273",-2.697513364425201,5.00645203547767,1, 3
"1274",-1.76922098930298,-3.40501434538191,3, 4
"1275",-2.282424318914971,3.2880167865372,1, 3
"1276",-3.20495254078549,-5.8716331123398,3, 4
"1277",-3.6484427093433798,3.43506471578628,1, 3
"1278",-3.65984796934568,2.19227590533275,1, 3
"1279",-2.924630931425105,4.19950873614707,1, 3
"1280",-3.47464125083365,3.44822292339917,1, 3
"1281",-3.01528395673858,3.3771429604585403,1, 3
"1282",-2.146947395640571,4.16080070216387,1, 3
"1283",-3.5835707838673203,2.6091571228094397,1, 3
"1284",-2.945374975036824,5.29456036218843,1, 3
"1285",-4.06165955139752,-4.61779099570089,3, 4
"1286",-1.46899231964847,-2.771397649073945,3, 4
"1287",-2.3683984854220697,-4.47005531052655,3, 4
"1288",-3.15436282125778,3.8009414335725804,1, 3
"1289",-0.32685564091335007,5.25638710483837,1, 3
"1290",-0.962356828365908,-2.265729602096441,3, 4
"1291",-3.38794068223107,-6.06256339107017,3, 4
"1292",2.816664057625201,-5.81629192433387,4, 2
"1293",-4.1705477407322,-5.68580936987787,3, 4
"1294",-0.6619174511721202,3.90584740480945,1, 3
"1295",-3.18487411295296,2.62677323115205,1, 3
"1296",-2.661115946857457,2.01875791375156,1, 3
"1297",-2.4317045196304328,4.56043754006934,1, 3
"1298",-3.15295231578426,3.1225577872881,1, 3
"1299",-2.7532816669708104,-4.51876267779218,3, 4
"1300",-1.5874844742776697,-4.01137351173338,3, 4
"1301",-2.0673684805301846,2.8322030504988396,1, 3
"1302",-0.7777413962444492,-2.222059561636467,3, 4
"1303",-1.38136717470243,-2.448450120477002,3, 4
"1304",-2.8071651468982597,-5.7137125972234095,3, 4
"1305",-1.066118714084495,4.15791378259165,1, 3
"1306",-2.92931911086353,-5.61214936370108,3, 4
"1307",-2.745464872603146,4.35356076670499,1, 3
"1308",-2.26267292649344,-3.25166298687354,3, 4
"1309",-1.529379463679297,2.32682359150041,1, 3
"1310",-0.5931720061538601,2.83314405074169,1, 3
"1311",-1.7588748027752399,-2.152936072868236,3, 4
"1312",-3.0937424198749306,-3.88555423686123,3, 4
"1313",-2.434592435027119,2.7353739296157205,1, 3
"1314",-2.3990947906379,-5.22588858251807,3, 4
"1315",-1.722965313337115,1.7993882128613201,1, 3
"1316",-2.6187554137513103,-4.2719252709061895,3, 4
"1317",-3.1095326095374203,2.5080911015521097,1, 3
"1318",-1.797811169458338,4.17800434867047,1, 3
"1319",-3.29132052253013,-5.58855765138482,3, 4
"1320",-1.88604027371168,-3.12675393239787,3, 4
"1321",-0.96624854396076,3.5234735941607203,1, 3
"1322",-2.74349471045295,-2.833771150529107,3, 4
"1323",-3.8240562870951798,4.79092223358522,1, 3
"1324",-1.9208921262925434,4.6127189640160395,1, 3
"1325",-0.7794645929396202,2.4670587581170897,1, 3
"1326",3.7311204557704705,0.8861725826453578,2, 1
"1327",-1.9351380231989173,4.1058280806741605,1, 3
"1328",-2.147385673503385,2.01048021725919,1, 3
"1329",-1.83300357198527,-2.0634752444506206,3, 4
"1330",-1.039419643638642,3.14871796529752,1, 3
"1331",-0.5317927084821299,3.8090591265103595,1, 3
"1332",-4.03479308885931,-5.32466838754614,3, 4
"1333",-3.1388232219983,2.73434273336059,1, 3
"1334",-2.200852980588226,3.6908520994761904,1, 3
"1335",-3.00575797599343,-4.24369551409716,3, 4
"1336",-1.90713550869467,-1.916257354906737,3, 4
"1337",-1.848102123287656,1.8103861436175799,1, 3
"1338",-1.1332174785134899,-2.106102907552533,3, 4
"1339",-3.14003478272752,3.27650079262056,1, 3
"1340",-2.766689142171744,1.3147249467605602,1, 3
"1341",-2.0263481764185,-1.777478511932226,3, 4
"1342",-1.82464295774059,-3.19493221967432,3, 4
"1343",-0.3698765134731101,3.2427909305985,1, 3
"1344",-2.82648637279939,-5.14455235233092,3, 4
"1345",-3.6209901194794702,-5.89472431547834,3, 4
"1346",-2.971412372088193,4.12802206256174,1, 3
"1347",-1.8854085761686599,-2.217786435061587,3, 4
"1348",2.9279423367001733,-4.30321225478263,4, 2
"1349",-1.92089681522706,-3.8915522562159897,3, 4
"1350",-2.417346512486695,4.25591322699083,1, 3
"1351",-0.39239129382173976,3.7678698942747797,1, 3
"1352",-3.46170069677288,-5.192172358467701,3, 4
"1353",-3.0551155235482206,-4.49630583657627,3, 4
"1354",-4.1801344749578,-4.70353357786741,3, 4
"1355",-0.8638991945866399,3.51015984498532,1, 3
"1356",-3.3178649767175696,-4.11711382386794,3, 4
"1357",-3.57585696496484,-4.74456739359251,3, 4
"1358",-1.5904128697064288,2.98762948626967,1, 3
"1359",-3.4182399324799704,-4.16484930430917,3, 4
"1360",-3.0653556158645,3.1905792815223597,1, 3
"1361",-3.35016427641247,3.39440226319117,1, 3
"1362",-4.57095444756029,-5.66428470465543,3, 4
"1363",-3.24953760153704,6.42323499003741,1, 3
"1364",-1.595968741050982,4.04375679277718,1, 3
"1365",-3.06321271351443,-2.824364648090615,3, 4
"1366",-2.746349868145217,3.2471835085505303,1, 3
"1367",-2.321698456820938,2.81388098035867,1, 3
"1368",-3.2850473212795,2.86320833460455,1, 3
"1369",-2.8148344955031495,-5.91668226548755,3, 4
"1370",-3.1967554106073903,-4.89929307336079,3, 4
"1371",-2.75796626579227,-3.25576522899018,3, 4
"1372",-2.211617257164872,3.78891726132779,1, 3
"1373",-0.91297755304631,5.16499890728973,1, 3
"1374",-3.2579838372147,-4.01773647878375,3, 4
"1375",-0.39442394483597987,3.84431567533239,1, 3
"1376",-1.726202700172865,1.7409657708929398,1, 3
"1377",-2.7513598219029505,-3.76314303438049,3, 4
"1378",-1.9995499455635,-1.434910977438716,3, 4
"1379",-3.36597857604718,3.18758523156395,1, 3
"1380",-2.160198515165047,2.9191583812193,1, 3
"1381",-1.670088581166779,3.07710497044802,1, 3
"1382",-0.34927257420480995,4.11029916683205,1, 3
"1383",-1.317076602128411,4.76027356503667,1, 3
"1384",-3.01678799740881,2.7184125359063103,1, 3
"1385",-2.99795449586416,-4.15025712221874,3, 4
"1386",0.08290457725524901,2.7594069577753504,NA, 3
"1387",-1.511784199870102,3.6288286586437595,1, 3
"1388",-3.32733817101533,4.1039213441025195,1, 3
"1389",-2.56228354575819,-3.9362419684070202,3, 4
"1390",-2.43548867247436,-3.70829114273448,3, 4
"1391",-3.15021496243058,-3.96264419200353,3, 4
"1392",-3.0210733968700003,3.80007251565077,1, 3
"1393",-3.59839388737098,-6.21236728413068,3, 4
"1394",-1.7842689077135199,-3.12431729523282,3, 4
"1395",-1.70543865773743,-2.99095358529924,3, 4
"1396",-2.3724148718221203,-2.706087940468252,3, 4
"1397",2.83394073429594,-6.8521633256218495,4, 2
"1398",-2.25273725132527,-3.33435237534764,3, 4
"1399",-3.15637812695417,-4.635530109807121,3, 4
"1400",-2.5935799700364197,-2.2446841230952512,3, 4
"1401",-2.496926559941342,2.9602896557544702,1, 3
"1402",-1.9241099349978799,-2.4186183520280142,3, 4
"1403",-3.95488473972651,3.5109206230133903,1, 3
"1404",-3.18746049574785,4.6045954969698,1, 3
"1405",-1.9194975217736203,-2.2171031285523,3, 4
"1406",-0.899162952256011,-2.7034236917685313,3, 4
"1407",-3.36994961625423,-6.067047864048661,3, 4
"1408",-0.896170225603832,-2.670532596723664,3, 4
"1409",-3.9001022043064397,-5.17165707502044,3, 4
"1410",-2.6206312916722023,3.06687519875363,1, 3
"1411",-3.2391306542077203,3.85904972507252,1, 3
"1412",-2.797646576984545,3.24876699773828,1, 3
"1413",-1.000172529873522,3.2883616657034396,1, 3
"1414",-1.160553519954223,3.7456071686673,1, 3
"1415",-2.0769625089515804,-3.46588849436516,3, 4
"1416",-3.02284785092383,-5.134169510266549,3, 4
"1417",-2.832020167076133,3.2577527470383703,1, 3
"1418",-2.3245253839621802,-4.483932840618589,3, 4
"1419",-2.969001547249306,2.09651927951136,1, 3
"1420",-2.58002940543991,-3.2926688837196103,3, 4
"1421",-2.532595245551199,4.40958406951418,1, 3
"1422",-1.716805320505697,4.10760976907943,1, 3
"1423",-2.653420994682598,3.38307350482725,1, 3
"1424",-2.44872812007121,-1.9463857211035829,3, 4
"1425",-1.56266136885382,-2.941178463938961,3, 4
"1426",-2.35674499022812,-2.0237125567133436,3, 4
"1427",-2.37677298463161,-3.0941926772403,3, 4
"1428",-1.9387648374456181,5.47312503880687,1, 3
"1429",-3.9442515323460094,-4.50186983380207,3, 4
"1430",-2.58873124525489,-3.1205104846490404,3, 4
"1431",-2.402952144104111,1.43537092075324,1, 3
"1432",-2.044886665612506,2.18039657332594,1, 3
"1433",-1.9130257602505418,4.88182685955443,1, 3
"1434",1.7904262095948056,2.0817783559818066,2, 3
"1435",-2.45112345082272,4.40761227595908,1, 3
"1436",-2.48105966421065,-4.7305825116167,3, 4
"1437",-1.9124333215933,-2.0675167651647657,3, 4
"1438",-3.3301679162428903,-5.9694293085960695,3, 4
"1439",-1.7886144009757399,-3.09374781863692,3, 4
"1440",-1.211678877717207,3.7678412772489303,1, 3
"1441",-2.69542587152278,-4.99240091548958,3, 4
"1442",-3.2739271564586097,-4.03835289915952,3, 4
"1443",-2.352185644387057,4.23779329246993,1, 3
"1444",-3.3164542186562596,-5.70048628535787,3, 4
"1445",-2.956057491722822,2.30289379245617,1, 3
"1446",-3.40191951749466,4.871324819741099,1, 3
"1447",-3.1149271113212698,-4.33765633814647,3, 4
"1448",-2.7203362105211992,5.4151466931324,1, 3
"1449",-2.551709072812081,4.1125604615625795,1, 3
"1450",-0.9931554779523599,3.9552189925768,1, 3
"1451",-2.48942548605415,-3.16187147629982,3, 4
"1452",2.146930864231023,-7.1606437507596,4, 2
"1453",-3.1222577602682997,-3.87102325440918,3, 4
"1454",-3.0712611912346803,3.0011585405489503,1, 3
"1455",-2.3674003707708398,-2.714737272297524,3, 4
"1456",-3.08424739139404,-4.469702948080471,3, 4
"1457",-2.3498785109736002,-5.28367663895747,3, 4
"1458",-3.5787868268139795,-3.97391028074546,3, 4
"1459",-1.545145675974793,4.122247065166061,1, 3
"1460",-2.5087676119939704,-4.320526652125899,3, 4
"1461",-0.7444722761928999,5.332202831219741,1, 3
"1462",-1.2339315720108979,1.9448803364856597,1, 3
"1463",-1.641710876079465,3.7074196928217407,1, 3
"1464",-2.378394672006624,2.20983350838043,1, 3
"1465",-2.468315367758878,3.91208517020646,1, 3
"1466",-3.0140534475642697,-6.04705969031082,3, 4
"1467",-1.93906739066853,-1.674896252220756,3, 4
"1468",-3.2693750220405096,-5.6494807631905,3, 4
"1469",-2.0822902645330106,2.4784019606568797,1, 3
"1470",-2.9673487123960602,-6.40406351582246,3, 4
"1471",-3.20129562073218,2.6412724396221097,1, 3
"1472",-1.02101430777989,-2.663828865157094,3, 4
"1473",-1.503628090457208,4.31528124498413,1, 3
"1474",-3.5975010618734697,-5.47576811828608,3, 4
"1475",-3.3824936170529103,-4.72771199872607,3, 4
"1476",-4.499929756748401,-5.3993154504687295,3, 4
"1477",-3.26860553314042,-3.28473345916645,3, 4
"1478",-4.1637996291623605,4.735912438931,1, 3
"1479",-2.450375261250351,1.76247659316389,1, 3
"1480",-2.837321042999766,2.99060971981282,1, 3
"1481",-0.97304061613342,5.882342417825,1, 3
"1482",-2.8851117450825843,3.6265566013632298,1, 3
"1483",-2.10875697473295,-3.2658655781542,3, 4
"1484",-2.71429580248816,5.20236899415342,1, 3
"1485",-1.3067461376479037,3.3260365707149,1, 3
"1486",-3.27509953207179,2.22808604571706,1, 3
"1487",-1.998111694483664,0.759389293582861,1, 3
"1488",-2.7665793097362203,-5.18887614242803,3, 4
"1489",-2.072280620803976,2.79939752219027,1, 3
"1490",-1.29417996261533,-3.3556933968113998,3, 4
"1491",-4.673972133336,3.2003664500478397,1, 3
"1492",-2.0874698195697703,-3.66529544019939,3, 4
"1493",-1.5050624072957381,3.50174089819634,1, 3
"1494",-1.897669311831288,3.8722102524952002,1, 3
"1495",-2.002555623510291,3.6533074792851696,1, 3
"1496",-4.5379945113593,-5.38869460124342,3, 4
"1497",-1.44856330965688,-2.682071838204271,3, 4
"1498",-3.09500343017564,-5.926512631090681,3, 4
"1499",-2.9073011238457203,-2.5173043681991762,3, 4
"1500",-1.75654643047567,3.2934955472545897,1, 3
"1501",-0.7367190849126202,4.70982843714788,1, 3
"1502",-2.9903659931896605,-4.42753041529423,3, 4
"1503",-2.9997813944522,-5.46320030141657,3, 4
"1504",-3.61178309722956,4.09214006188662,1, 3
"1505",-1.86400770757725,-3.73501982933118,3, 4
"1506",-1.9588408185593311,2.8487647292445897,1, 3
"1507",-2.679685296351481,4.27064995346269,1, 3
"1508",-1.135428438109606,0.975968495488559,1, 3
"1509",-2.4270550111747538,0.97479127251928,1, 3
"1510",-0.49005064922534025,5.04454262591781,1, 3
"1511",-1.72509669016557,-2.8077042691136342,3, 4
"1512",-2.18587176403041,-3.91515772643237,3, 4
"1513",-2.56230362331747,-3.0543680690354,3, 4
"1514",-2.61616657490388,-2.72065320293291,3, 4
"1515",-2.25489585538008,-4.97662124416762,3, 4
"1516",-3.79033106679125,-4.85978660767983,3, 4
"1517",-4.39331672679492,-5.75338793771019,3, 4
"1518",-0.4038138007926202,1.92619548665438,1, 3
"1519",-3.14107423925672,-3.3159398870062597,3, 4
"1520",-1.7367402076968899,-2.907093192048166,3, 4
"1521",2.522044363149807,-4.90188908478348,4, 2
"1522",-3.5459754931147796,-3.67774277946188,3, 4
"1523",-2.03017309525395,-2.128712164661613,3, 4
"1524",-1.8083337758486202,-2.901770345811384,3, 4
"1525",-2.142319940086621,4.43195730183564,1, 3
"1526",-1.501951262317824,2.6507846312577596,1, 3
"1527",-0.6030569571330802,0.8822808973383679,1, 3
"1528",-3.9322114358779,-5.107878013152529,3, 4
"1529",1.2906757931265,3.26051446019892,2, 3
"1530",-3.6945012983788,3.8911654511638702,1, 3
"1531",-2.378601248558615,2.56535673039619,1, 3
"1532",-2.2885939665727797,-3.11034574459238,3, 4
"1533",-3.7621417961622,3.2593538598836203,1, 3
"1534",-2.2957155732029597,-4.5022519499449,3, 4
"1535",-4.1393425305516,4.7771323860127595,1, 3
"1536",-2.3096469644420248,3.64641750454571,1, 3
"1537",-3.7397094719218904,-4.7811326439206,3, 4
"1538",-2.8013161956888197,-4.174891079233991,3, 4
"1539",-3.18037654263686,2.9058934361782796,1, 3
"1540",-0.8195260770884191,-2.503963436933253,3, 4
"1541",-0.47240109037079003,2.7957641050834,1, 3
"1542",-3.2885048253322298,-3.70804273780735,3, 4
"1543",-2.340404920562725,4.55227211053816,1, 3
"1545",-2.352751464293882,3.41378859028996,1, 3
"1546",-1.499407423366301,5.37809191229154,1, 3
"1547",-3.56028466311122,4.47708108554611,1, 3
"1548",-2.5221102081547118,3.60655096552256,1, 3
"1549",-2.35296812006798,-2.592231596549301,3, 4
"1550",-0.618361067026854,3.90402734652162,NA, 3
"1551",-2.162123499669347,2.7250630907432902,1, 3
"1552",-2.810066398851,-3.08145897644211,3, 4
"1553",-2.41250305899329,-5.41101536729273,3, 4
"1554",4.024063109411651,-4.640303261314402,4, 2
"1555",-1.1541510831293929,2.70659176711641,1, 3
"1556",-1.2546066564729899,-2.0060310733307265,3, 4
"1557",-2.14576414997761,-2.199566153552963,3, 4
"1559",-3.17877890492058,3.3893690631550495,1, 3
"1560",-2.02517799805356,-4.49706947300018,3, 4
"1561",-4.09756656641816,-4.981591599583391,3, 4
"1562",-3.68223415338863,3.60285308659945,1, 3
"1563",-1.4825135749397331,3.0831376998762,1, 3
"1564",-3.27243390830029,2.60468109253489,1, 3
"1565",-1.651272270777794,1.75088791979137,1, 3
"1566",-1.358301439330112,3.96793615259493,1, 3
"1567",-1.511352418683307,5.407604972133441,1, 3
"1568",-2.90725160940768,-2.801961132455508,3, 4
"1569",-1.5261562162823061,3.80423944323264,1, 3
"1570",-1.965629583928766,2.5255575160343,1, 3
"1571",-1.44070816180621,-2.514187269814732,3, 4
"1572",-1.539207472981279,3.4546401710021297,1, 3
"1573",-1.04252357318168,-2.453200492096646,3, 4
"1574",-3.27973980978946,3.19505944663982,1, 3
"1575",-2.256933969705905,3.2122025553788798,1, 3
"1576",-3.17091671671524,4.14723099729662,1, 3
"1577",-2.1455786781425,-4.65897136998318,3, 4
"1578",-1.9833345042860702,-4.54450306344044,3, 4
"1579",-2.36327105483702,-2.747813669286978,3, 4
"1580",-1.2927493012466171,3.35484355565419,1, 3
"1581",-1.57967964499009,-3.03838695657934,3, 4
"1582",-2.2898758449488597,-2.0940298372231294,3, 4
"1583",-0.5242499890130499,3.52964418759813,1, 3
"1584",-2.37372341613019,-4.952873604007141,3, 4
"1585",6.88879376687132,0.336183665329112,2, 1
"1586",-3.59272911653919,2.22975562002471,1, 3
"1587",-2.603777383813264,5.336357922258309,1, 3
"1588",3.628083361587414,-2.944455174290142,4, 2
"1589",-2.442589781890842,3.4610066804133397,1, 3
"1590",-2.821535706889893,4.27634277309119,1, 3
"1591",-3.37733507855799,5.44050990147647,1, 3
"1592",-3.51592647069116,3.9576245481166,1, 3
"1593",-3.72062922142623,-5.85187250049588,3, 4
"1594",-1.68289597287583,-2.148172812137962,3, 4
"1595",-2.643353119038228,4.63150320022838,1, 3
"1596",-2.59680431102274,-3.84016692886349,3, 4
"1597",-2.240733657407614,4.05740309788513,1, 3
"1598",-3.65423150854674,2.1596140903825303,1, 3
"1599",2.9492481184289754,-5.69417425516388,4, 2
"1602",-2.597131217121031,4.14479923367996,1, 3
"1603",-2.07509521947425,-2.055421772131705,3, 4
"1604",-2.0529524685634777,4.343892990598991,1, 3
"1605",-1.71482011659721,-2.298601261824334,3, 4
"1606",-1.805569204061316,4.69773819927412,1, 3
"1607",-3.54639780490004,-6.19568509542271,3, 4
"1608",-4.26087209907365,3.6042225998922004,1, 3
"1609",-1.8359839494743502,-1.856163303807784,3, 4
"1610",-2.18578537563432,-3.94957371374021,3, 4
"1611",-3.04080618556857,2.13781076769799,1, 3
"1612",-0.44675025261776,5.40881327558799,1, 3
"1613",-2.967438779718514,4.40758688947092,1, 3
"1614",-2.05331427461774,-1.636428616390857,3, 4
"1615",0.0895040974449901,2.6806872955270697,1, 3
"1616",-1.6919446071450002,-4.297646158309391,3, 4
"1617",-2.3635834426090963,2.97008559768302,1, 3
"1618",-2.91125092889892,-5.422378894053351,3, 4
"1619",-1.68727928947162,-2.472052913083194,3, 4
"1620",-2.3447838020022203,-3.58800283387208,3, 4
"1621",-1.9465568176984993,4.792302468783451,1, 3
"1622",-1.6626904058266898,-1.711031855237621,3, 4
"1623",-0.79233884326473,4.70724367983449,1, 3
"1624",-2.43521097311465,-3.4380230289761,3, 4
"1625",-3.3207285043836303,-4.07182045015244,3, 4
"1626",-1.855433829036282,3.12956267640679,1, 3
"1627",-0.2639872260131799,2.5111535033183903,1, 3
"1628",-1.08387518680755,-2.274903379864509,3, 4
"1629",-1.75255478290084,-2.672148850177269,3, 4
"1630",-3.51054370046413,-5.65728584593835,3, 4
"1631",-1.6181384463530002,-3.62227684744534,3, 4
"1632",-3.06338186159991,-3.2189986634339602,3, 4
"1633",-3.1128699417113705,-4.9103525346015005,3, 4
"1634",-1.64794975192604,-4.1861870919896305,3, 4
"1635",-2.373720995428019,2.31106463597142,1, 3
"1636",2.280242881449979,-5.723307402890599,4, 2
"1637",-2.2949170883453904,-2.480961414381205,3, 4
"1639",-2.6930599517365996,-3.01115863559395,3, 4
"1640",-2.678064062525951,4.449047179367191,1, 3
"1641",-1.840403936334839,2.13207152936647,1, 3
"1642",-2.5406576042651903,-1.828703935272396,3, 4
"1643",-2.29997742208752,3.0555988747653102,1, 3
"1644",-1.8577810077256869,2.92459684351994,1, 3
"1645",-0.97169575849264,4.03040916388555,1, 3
"1646",0.9390638133784601,-6.94400557000608,4, 2
"1647",-1.3274053071493799,-2.843028173668317,3, 4
"1648",-1.619893206507109,5.23986186233147,1, 3
"1649",-1.773412744861003,3.31824737358344,1, 3
